customer_id,company_name,industry,company_size,country,signup_date
1163,"Poole, Hall and Miller",Logistics,Large,UAE,6/19/2023
1164,"Brooks, Stone and Webb",Education,Medium,South Africa,2/3/2024
1165,Adams Ltd,Technology,Large,Australia,1/13/2025
1166,Larson-Robinson,Technology,Small,France,1/3/2024
1167,Hudson LLC,Media,Medium,Mexico,10/9/2024
1168,Conner-Lee,Education,Enterprise,UK,5/28/2023
1169,Carrillo Inc,Marketing,Startup,France,12/25/2023
1170,"Mayer, Davis and Cox",Healthcare,Small,Pakistan,4/21/2024
1171,"Craig, Kelley and Guerrero",Finance,Small,Mexico,7/17/2023
1172,"Smith, Beasley and Jenkins",Technology,Startup,Canada,12/23/2022
1173,"Schwartz, Lopez and Cooper",Retail,Startup,France,2/16/2026
1174,Harris PLC,Technology,Large,Australia,7/26/2023
1175,"Arellano, Ellis and Allison",Consulting,Enterprise,Singapore,4/27/2026
1176,"Taylor, Allen and Armstrong",Technology,Small,Pakistan,6/10/2026
1177,"Blackburn, Lopez and Sims",Technology,Startup,Pakistan,1/6/2025
1178,Shannon PLC,Healthcare,Startup,Netherlands,1/2/2024
1179,Cooper-Johnston,Healthcare,Large,France,10/16/2023
1180,Mccall-Gaines,Manufacturing,Small,UAE,2/19/2025
1181,Roberts-Hanson,Marketing,Small,Germany,6/26/2024
1182,"Floyd, Morris and Valdez",Retail,Small,Mexico,4/16/2024
1183,Zhang-Nixon,Technology,Small,UAE,9/21/2025
1184,"Hall, Miller and West",Technology,Small,Brazil,4/8/2025
1185,Myers LLC,Finance,Large,India,9/20/2024
1186,Reyes-Friedman,Healthcare,Medium,Australia,11/9/2025
1187,Schultz-Garcia,Retail,Medium,Germany,8/28/2023
1188,Williams-Sanford,Media,Small,Canada,10/6/2022
1189,Martin-Hammond,Manufacturing,Medium,Pakistan,8/29/2022
1190,Ewing-Fuller,Marketing,Medium,Australia,3/15/2024
1191,Schmidt-Griffith,Education,Startup,Mexico,6/12/2024
1192,Martin-Daniels,Marketing,Medium,Netherlands,11/9/2022
1193,"Scott, Dennis and Webb",Consulting,Small,UK,10/19/2024
1194,"King, Williams and Taylor",Technology,Large,India,1/18/2026
1195,"Martinez, Parker and Beck",Manufacturing,Small,Singapore,1/16/2025
1196,"Alexander, Sanchez and Wiley",Consulting,Enterprise,India,7/24/2023
1197,Brown Inc,Retail,Startup,Australia,8/30/2023
1198,Adams-Campbell,Education,Large,Canada,4/8/2023
1199,"Lewis, Doyle and Davis",Healthcare,Medium,Pakistan,11/26/2024
1200,Dunn-Garcia,Manufacturing,Large,USA,7/17/2025
1201,"Johnson, Erickson and Taylor",Manufacturing,Small,South Africa,9/23/2022
1202,"Herring, Davis and Padilla",Technology,Small,USA,1/24/2024
1203,Jones and Sons,Logistics,Large,Australia,1/20/2024
1204,Johnson-White,Manufacturing,Startup,France,9/24/2022
1205,Smith-Lester,Finance,Startup,UAE,12/14/2022
1206,Weaver-Rodgers,Education,Medium,South Africa,7/23/2023
1207,"Romero, Ward and Watson",Education,Small,Mexico,3/26/2023
1208,"Miller, Simpson and Perry",Finance,Small,India,2/28/2023
1209,"Howell, Floyd and Espinoza",Media,Small,Canada,1/21/2026
1210,"Parker, Torres and Sims",Finance,Small,South Africa,8/8/2025
1211,"Bennett, Sanders and Allen",Finance,Large,Mexico,2/2/2024
1212,Aguirre LLC,Education,Medium,India,6/21/2024
1213,Barrera-Boyd,Marketing,Large,Netherlands,6/22/2024
1214,Jackson and Sons,Education,Enterprise,UK,8/4/2023
1215,Rodriguez-Mack,Logistics,Small,USA,4/25/2024
1216,Adams-Rivers,Technology,Startup,Brazil,6/1/2024
1217,"Harding, Contreras and Dean",Consulting,Startup,Pakistan,1/16/2026
1218,Morgan PLC,Marketing,Small,Japan,12/14/2023
1219,Cantu-Alexander,Healthcare,Enterprise,Mexico,5/8/2023
1220,Rhodes LLC,Consulting,Small,UK,4/12/2025
1221,Payne PLC,Technology,Small,Brazil,6/17/2023
1222,Hernandez-Burke,Logistics,Small,Pakistan,3/2/2025
1223,Jones Ltd,Logistics,Medium,India,7/20/2025
1224,"Lewis, Singleton and Davis",Healthcare,Medium,Mexico,9/26/2022
1225,"Padilla, Vincent and Perez",Marketing,Startup,Netherlands,9/18/2024
1226,Joyce-Brown,Media,Enterprise,Canada,2/3/2024
1227,"Robinson, Owens and Woodward",Finance,Small,South Africa,12/30/2023
1228,"Stephens, Rose and Stafford",Marketing,Startup,Japan,1/5/2024
1229,Armstrong Inc,Media,Large,Japan,9/13/2023
1230,Harris Inc,Logistics,Startup,USA,10/11/2025
1231,"Sims, Gonzalez and Compton",Education,Enterprise,India,11/5/2024
1232,Peck-Costa,Technology,Enterprise,South Africa,7/5/2024
1233,Johnson Ltd,Healthcare,Medium,USA,7/9/2025
1234,Smith Group,Technology,Large,Australia,9/13/2024
1235,Mayer PLC,Retail,Small,South Africa,7/17/2022
1236,Perez-Boyer,Retail,Enterprise,Brazil,1/8/2026
1237,York and Sons,Marketing,Small,Singapore,4/24/2026
1238,Rush and Sons,Logistics,Medium,Brazil,12/9/2023
1239,Odonnell-Adkins,Logistics,Enterprise,Singapore,1/13/2023
1240,Smith Group,Finance,Enterprise,Pakistan,5/18/2025
1241,"Martinez, Russell and Cortez",Finance,Large,India,6/26/2025
1242,Mason PLC,Finance,Small,Germany,12/28/2022
1243,"Williams, Frederick and Garcia",Education,Enterprise,USA,7/13/2022
1244,Sanchez Ltd,Consulting,Medium,USA,2/5/2025
1245,"Clark, Cooper and Jordan",Manufacturing,Enterprise,Germany,5/12/2025
1246,Giles-Steele,Consulting,Medium,France,4/15/2023
1247,Scott-House,Technology,Small,Mexico,12/22/2025
1248,Beck-Gomez,Consulting,Small,India,12/22/2022
1249,"Williams, Smith and Miller",Education,Medium,Japan,7/27/2024
1250,Odom Ltd,Technology,Large,Germany,5/21/2023
1251,"Esparza, Young and Robertson",Consulting,Small,Singapore,6/29/2024
1252,"Wright, Lopez and Ellis",Education,Medium,Japan,8/20/2022
1253,"Kelly, Anderson and Baker",Manufacturing,Small,Mexico,1/19/2026
1254,Evans LLC,Consulting,Large,USA,9/10/2024
1255,Fleming Inc,Education,Small,Brazil,7/7/2023
1256,"Benson, Johnson and Lopez",Finance,Startup,Singapore,7/9/2025
1257,"Jones, Johnson and King",Logistics,Startup,India,12/7/2023
1258,Yates-Tate,Finance,Startup,Canada,5/18/2023
1259,Hamilton-Romero,Logistics,Small,South Africa,9/27/2022
1260,"Hull, Richardson and Valdez",Healthcare,Startup,Brazil,1/14/2026
1261,"Khan, Baxter and Miller",Healthcare,Startup,Canada,6/22/2025
1262,"English, Garcia and Mendoza",Healthcare,Enterprise,Pakistan,8/31/2025
1263,Carr-Hill,Manufacturing,Large,Mexico,1/10/2025
1264,Hall Inc,Finance,Small,Singapore,2/16/2026
1265,Black-Miller,Logistics,Enterprise,Singapore,6/3/2026
1266,Bell and Sons,Education,Startup,Singapore,11/10/2024
1267,Sanchez Ltd,Technology,Medium,France,8/29/2025
1268,Ryan Inc,Education,Medium,Singapore,11/25/2023
1269,Cooper-Zimmerman,Technology,Small,Canada,1/16/2026
1270,Smith PLC,Retail,Small,France,5/28/2025
1271,Avila and Sons,Education,Small,Pakistan,10/11/2023
1272,"Meyer, Russell and Smith",Consulting,Small,Australia,4/26/2026
1273,Maldonado LLC,Consulting,Medium,UK,1/29/2025
1274,Owen-Chen,Marketing,Startup,Pakistan,8/8/2024
1275,Welch-Hall,Finance,Startup,Netherlands,11/12/2025
1276,Jones-Pham,Technology,Startup,Japan,7/31/2024
1277,"Cervantes, Ferguson and Thomas",Technology,Small,UAE,7/4/2023
1278,Flores Inc,Finance,Small,France,11/26/2022
1279,Bentley Inc,Manufacturing,Startup,South Africa,4/6/2024
1280,Roberson and Sons,Marketing,Large,Canada,3/19/2026
1281,Carter Inc,Manufacturing,Small,Canada,7/11/2025
1282,"Howard, Todd and Taylor",Manufacturing,Startup,India,6/25/2023
1283,"Thompson, Wilson and Wolf",Manufacturing,Medium,USA,9/22/2022
1284,Martin LLC,Finance,Startup,Singapore,5/11/2024
1285,"Hall, Jones and Weber",Manufacturing,Medium,Mexico,10/14/2025
1286,"Gonzalez, Hill and Horton",Consulting,Medium,Canada,9/15/2025
1287,"Reyes, Andrews and Harrington",Healthcare,Startup,Singapore,5/29/2023
1288,Reid PLC,Retail,Startup,Germany,1/1/2023
1289,"Calderon, Henderson and Schultz",Technology,Small,USA,6/25/2024
1290,Pham and Sons,Technology,Startup,Germany,9/7/2023
1291,Wells-Mcgee,Retail,Startup,South Africa,9/21/2022
1292,Clay-White,Finance,Small,Mexico,2/18/2024
1293,Kim-Harrington,Education,Small,Brazil,9/11/2024
1294,"Rodgers, Powell and Wood",Finance,Small,South Africa,9/17/2023
1295,Stark Inc,Technology,Medium,Singapore,10/21/2025
1296,"Chambers, Bowman and Ball",Technology,Medium,Netherlands,11/3/2025
1297,Graham LLC,Retail,Startup,France,2/24/2023
1298,Johnson-Farley,Manufacturing,Startup,UAE,1/13/2025
1299,Wright Group,Finance,Large,USA,5/8/2025
1300,Ross Ltd,Logistics,Medium,Mexico,4/16/2023
1301,Brown Group,Retail,Large,France,12/28/2024
1302,"Ward, Kelly and Warren",Consulting,Small,Canada,1/4/2024
1303,Bennett Ltd,Technology,Medium,UAE,4/14/2024
1304,Rivera-Sullivan,Retail,Small,Australia,3/11/2024
1305,Munoz-Hopkins,Finance,Small,Canada,3/11/2023
1306,Hoffman and Sons,Technology,Small,Japan,4/27/2023
1307,Perez PLC,Education,Small,UK,8/1/2025
1308,"Barker, Gonzalez and Ryan",Retail,Startup,Japan,5/11/2024
1309,"Williams, Davidson and Richmond",Marketing,Small,Pakistan,9/20/2024
1310,"Mejia, Woods and Williams",Technology,Large,USA,9/26/2023
1311,"Jones, Oneill and Hamilton",Finance,Enterprise,Mexico,8/21/2023
1312,Fisher-Smith,Healthcare,Small,UK,3/14/2026
1313,Ramirez PLC,Logistics,Small,South Africa,11/24/2025
1314,"Clark, Brown and Love",Media,Startup,Singapore,3/11/2023
1315,Arnold-Pena,Manufacturing,Medium,USA,9/2/2022
1316,Spencer-White,Media,Small,Brazil,9/16/2023
1317,Holland-Martinez,Finance,Enterprise,Brazil,9/3/2024
1318,"Coleman, Warren and Kirk",Consulting,Small,Pakistan,11/8/2025
1319,"Moses, Hampton and Williams",Consulting,Small,USA,2/19/2023
1320,Dean Inc,Healthcare,Medium,South Africa,9/7/2024
1321,"Harris, Ray and Nelson",Manufacturing,Large,France,4/13/2025
1322,Garrett-Hicks,Marketing,Small,Germany,9/29/2022
1323,"Howe, Gonzalez and Martinez",Healthcare,Small,India,1/12/2024
1324,Rivas PLC,Media,Enterprise,Japan,1/19/2024
1325,"Perry, Miller and Tucker",Healthcare,Startup,France,7/16/2025
1326,Chen PLC,Media,Large,Pakistan,5/6/2025
1327,Perez-Jacobson,Technology,Startup,Mexico,5/29/2023
1328,Douglas LLC,Consulting,Large,Japan,3/16/2024
1329,Lane-Pierce,Technology,Medium,Brazil,5/6/2026
1330,Hall Ltd,Logistics,Small,USA,4/6/2024
1331,"Castillo, Thomas and Acosta",Manufacturing,Large,France,11/11/2022
1332,Hughes PLC,Marketing,Startup,Germany,6/22/2026
1333,"Browning, Taylor and Osborne",Media,Startup,UK,3/27/2023
1334,Johns-Crosby,Marketing,Medium,France,9/9/2022
1335,Gray and Sons,Media,Small,Singapore,5/16/2023
1336,Baker Group,Finance,Medium,Netherlands,2/1/2023
1337,"Douglas, Jones and Rivera",Healthcare,Startup,UK,1/12/2026
1338,Ewing-Jensen,Logistics,Startup,Pakistan,8/27/2023
1339,Miller LLC,Consulting,Startup,South Africa,12/19/2024
1340,Reyes-Hayden,Media,Startup,UK,6/9/2024
1341,"Hendricks, Wagner and Mccoy",Marketing,Small,USA,8/7/2025
1342,"Morales, Wiggins and Potts",Logistics,Large,UAE,2/13/2025
1343,"Hall, Ward and Wilson",Education,Enterprise,Netherlands,10/4/2022
1344,"Jensen, Maxwell and Bates",Education,Large,UAE,9/3/2023
1345,"Moore, Sanchez and Jennings",Technology,Startup,Australia,3/19/2026
1346,"Anderson, Robinson and Knight",Consulting,Small,Singapore,1/14/2026
1347,Macias and Sons,Finance,Startup,USA,12/14/2023
1348,Cunningham Inc,Marketing,Small,Pakistan,8/4/2023
1349,Chan PLC,Healthcare,Small,Canada,1/8/2024
1350,Simpson-Gonzalez,Healthcare,Startup,UAE,1/5/2025
1351,"Wallace, Young and Ray",Marketing,Startup,Japan,8/18/2024
1352,"Miller, Smith and Sherman",Manufacturing,Enterprise,Pakistan,3/26/2024
1353,Abbott-Larsen,Finance,Small,UK,2/3/2024
1354,Perry Inc,Logistics,Small,South Africa,1/24/2026
1355,Lane-Davis,Media,Startup,France,9/14/2025
1356,"Stanton, Ramos and Lopez",Manufacturing,Startup,UAE,11/29/2022
1357,"Martin, Everett and Lee",Media,Large,South Africa,10/9/2023
1358,Garcia-Marsh,Media,Startup,USA,12/27/2025
1359,"Goodman, Park and Mitchell",Manufacturing,Small,UAE,10/5/2022
1360,Long Inc,Technology,Startup,Netherlands,9/10/2023
1361,Garza Group,Education,Small,Germany,3/7/2026
1362,"Benson, Howell and Lopez",Media,Startup,Germany,8/11/2022
1363,Jackson-Zavala,Manufacturing,Large,Netherlands,9/18/2024
1364,"Allen, Sutton and Smith",Manufacturing,Large,Germany,12/10/2023
1365,Greene and Sons,Retail,Large,Singapore,7/21/2022
1366,Walters-Mcconnell,Technology,Small,Mexico,10/24/2023
1367,Diaz-Hunter,Consulting,Large,UAE,3/22/2026
1368,Pennington-Lopez,Retail,Small,Japan,1/10/2025
1369,Williams-Chandler,Retail,Small,Australia,6/28/2024
1370,Fleming Ltd,Marketing,Medium,Brazil,8/13/2022
1371,Mclean-Cunningham,Education,Startup,Pakistan,11/15/2024
1372,"Parsons, Ferrell and Blair",Manufacturing,Startup,Mexico,10/15/2022
1373,Hayes Ltd,Education,Medium,Japan,3/24/2025
1374,"Sandoval, Leach and Fitzgerald",Finance,Startup,Germany,7/22/2025
1375,Fox and Sons,Marketing,Medium,UK,4/2/2026
1376,Hernandez-Moore,Consulting,Small,Japan,7/8/2025
1377,Charles-Huynh,Education,Large,USA,12/19/2023
1378,Hurley-Moss,Healthcare,Enterprise,Singapore,1/22/2025
1379,Phillips Ltd,Media,Large,Netherlands,7/8/2022
1380,Johnson and Sons,Finance,Small,Netherlands,3/12/2024
1381,Jackson PLC,Technology,Startup,India,10/21/2022
1382,Salas-Rubio,Consulting,Small,Germany,10/20/2024
1383,Randall-Ryan,Finance,Startup,Japan,2/5/2026
1384,Burns Inc,Media,Startup,Pakistan,10/7/2022
1385,Smith-Riggs,Marketing,Medium,Japan,5/26/2026
1386,Green-Anderson,Media,Small,UK,8/13/2023
1387,Walker-Montoya,Retail,Enterprise,USA,5/17/2024
1388,"Torres, Bailey and Johnston",Media,Startup,France,10/8/2023
1389,"Lee, Reid and Henry",Retail,Small,Japan,9/12/2024
1390,Price-Barker,Marketing,Startup,Canada,10/26/2023
1391,Rivers-Frederick,Logistics,Enterprise,UK,12/7/2022
1392,Ross LLC,Retail,Large,Japan,7/5/2024
1393,Long Inc,Technology,Large,Australia,3/12/2024
1394,Hale LLC,Media,Enterprise,UK,11/30/2023
1395,"Campos, Smith and Coleman",Media,Small,UK,10/10/2023
1396,Miller-Murphy,Technology,Small,Mexico,2/12/2024
1397,Cox PLC,Healthcare,Small,Australia,12/6/2024
1398,Campbell-Vang,Manufacturing,Medium,France,2/8/2023
1399,Martin Group,Logistics,Small,Singapore,7/10/2024
1400,Johnson-Willis,Consulting,Small,UAE,2/7/2025
1401,Cortez-Davis,Retail,Enterprise,USA,8/19/2022
1402,Oneill-Jimenez,Technology,Enterprise,South Africa,7/10/2023
1403,"Cole, Adams and Medina",Marketing,Large,UK,8/11/2023
1404,Henson and Sons,Retail,Large,UK,6/23/2025
1405,"Cooper, Davis and Mccoy",Manufacturing,Medium,Brazil,4/4/2023
1406,Horton Group,Marketing,Startup,Australia,3/1/2026
1407,"Coleman, Miller and Lyons",Finance,Startup,Pakistan,11/30/2025
1408,Delgado-Murphy,Media,Medium,UK,10/13/2024
1409,Allen Ltd,Finance,Medium,UK,4/29/2023
1410,Stone and Sons,Retail,Startup,Australia,6/30/2023
1411,Garcia PLC,Manufacturing,Enterprise,Pakistan,7/10/2023
1412,Perez LLC,Logistics,Startup,Australia,3/30/2023
1413,Lewis LLC,Retail,Small,South Africa,3/11/2023
1414,Dominguez LLC,Technology,Medium,Mexico,12/9/2024
1415,Spencer-Waters,Education,Startup,Japan,2/14/2026
1416,"Tucker, Jacobs and Spence",Retail,Startup,Singapore,3/20/2023
1417,Hall PLC,Media,Small,UK,6/19/2026
1418,Murray-Davis,Media,Large,Germany,10/15/2023
1419,"Jackson, Chambers and Turner",Retail,Small,USA,1/21/2026
1420,Wolfe-Gonzalez,Marketing,Medium,South Africa,9/21/2022
1421,Mathis LLC,Education,Medium,Pakistan,3/21/2023
