payment_id,customer_id,payment_date,amount,payment_status
309,1029,2025-09-22,99.0,Paid
310,1029,2025-10-22,99.0,Failed
311,1029,2025-11-21,99.0,Paid
312,1029,2025-12-21,99.0,Paid
313,1029,2026-01-20,99.0,Paid
314,1029,2026-02-19,99.0,Paid
315,1029,2026-03-21,99.0,Paid
316,1029,2026-04-20,99.0,Paid
317,1029,2026-05-20,99.0,Paid
318,1029,2026-06-19,99.0,Paid
319,1029,2026-07-19,99.0,Paid
320,1029,2026-08-18,99.0,Paid
321,1029,2026-09-17,99.0,Paid
322,1029,2026-10-17,99.0,Paid
323,1029,2026-01-25,499.0,Paid
324,1029,2026-02-24,499.0,Paid
325,1029,2026-03-26,499.0,Paid
326,1029,2026-04-25,499.0,Paid
327,1029,2026-05-25,499.0,Paid
328,1029,2026-06-24,499.0,Paid
329,1029,2026-07-24,499.0,Paid
330,1029,2026-08-23,499.0,Paid
331,1029,2026-09-22,499.0,Paid
332,1029,2026-10-22,499.0,Paid
333,1029,2026-11-21,499.0,Paid
334,1029,2026-12-21,499.0,Refunded
335,1029,2027-01-20,499.0,Failed
336,1029,2027-02-19,499.0,Paid
337,1030,2026-01-26,313.2,Paid
338,1030,2026-02-25,313.2,Paid
339,1030,2026-03-27,313.2,Paid
340,1031,2023-09-29,313.2,Paid
341,1031,2023-10-29,313.2,Paid
342,1031,2023-11-28,313.2,Paid
343,1031,2023-12-28,313.2,Paid
344,1031,2024-01-27,313.2,Paid
345,1032,2022-09-13,99.0,Failed
346,1032,2022-10-13,99.0,Paid
347,1032,2022-11-12,99.0,Paid
348,1032,2022-12-12,99.0,Paid
349,1032,2023-01-11,99.0,Paid
350,1032,2023-02-10,99.0,Failed
351,1032,2023-03-12,99.0,Paid
352,1032,2023-04-11,99.0,Paid
353,1032,2023-05-11,99.0,Paid
354,1032,2023-06-10,99.0,Paid
355,1032,2023-07-10,99.0,Paid
356,1032,2023-08-09,99.0,Paid
357,1032,2023-09-08,99.0,Paid
358,1032,2023-10-08,99.0,Paid
359,1033,2024-11-25,313.2,Paid
360,1033,2024-12-25,313.2,Paid
361,1033,2025-01-24,313.2,Paid
362,1033,2025-02-23,313.2,Paid
363,1033,2025-03-25,313.2,Paid
364,1033,2025-04-24,313.2,Paid
365,1033,2025-05-24,313.2,Paid
366,1033,2025-06-23,313.2,Paid
367,1033,2025-07-23,313.2,Failed
368,1034,2024-11-08,1069.2,Paid
369,1034,2024-12-08,1069.2,Paid
370,1034,2025-01-07,1069.2,Paid
371,1035,2025-02-06,99.0,Paid
372,1035,2025-03-08,99.0,Paid
373,1035,2025-04-07,99.0,Paid
374,1035,2025-05-07,99.0,Refunded
375,1035,2025-06-06,99.0,Paid
376,1036,2025-05-24,313.2,Paid
377,1036,2025-06-23,313.2,Paid
378,1036,2025-07-23,313.2,Paid
379,1036,2025-08-22,313.2,Paid
380,1036,2025-09-21,313.2,Paid
381,1036,2025-10-21,313.2,Paid
382,1036,2025-11-20,313.2,Paid
383,1036,2025-12-20,313.2,Paid
384,1037,2023-02-16,29.0,Paid
385,1037,2023-03-18,29.0,Paid
386,1037,2023-04-17,29.0,Paid
387,1037,2023-05-17,29.0,Paid
388,1037,2023-06-16,29.0,Paid
389,1037,2023-07-16,29.0,Paid
390,1037,2023-08-15,29.0,Paid
391,1037,2023-09-14,29.0,Paid
392,1037,2023-10-14,29.0,Paid
393,1037,2023-11-13,29.0,Paid
394,1037,2023-06-28,1069.2,Paid
395,1037,2023-07-28,1069.2,Paid
396,1037,2023-08-27,1069.2,Paid
397,1037,2023-09-26,1069.2,Paid
398,1037,2023-10-26,1069.2,Paid
399,1038,2023-09-12,99.0,Paid
400,1038,2023-10-12,99.0,Paid
401,1038,2023-11-11,99.0,Paid
402,1038,2023-12-11,99.0,Paid
403,1038,2024-01-10,99.0,Paid
404,1038,2024-02-09,99.0,Paid
405,1038,2024-03-10,99.0,Paid
406,1038,2024-04-09,99.0,Paid
407,1038,2024-05-09,99.0,Paid
408,1038,2024-06-08,99.0,Paid
409,1038,2024-07-08,99.0,Paid
410,1038,2024-08-07,99.0,Paid
411,1038,2024-09-06,99.0,Paid
412,1038,2024-10-06,99.0,Paid
413,1038,2024-11-05,99.0,Paid
414,1038,2024-12-05,99.0,Paid
415,1038,2023-09-02,99.0,Paid
416,1038,2023-10-02,99.0,Refunded
417,1038,2023-11-01,99.0,Paid
418,1038,2023-12-01,99.0,Paid
419,1038,2023-12-31,99.0,Paid
420,1038,2024-01-30,99.0,Paid
421,1038,2024-02-29,99.0,Paid
422,1038,2024-03-30,99.0,Paid
423,1038,2024-04-29,99.0,Paid
424,1038,2024-05-29,99.0,Paid
425,1038,2024-06-28,99.0,Paid
426,1038,2024-07-28,99.0,Paid
427,1038,2024-08-27,99.0,Paid
428,1038,2024-09-26,99.0,Paid
429,1038,2024-10-26,99.0,Paid
430,1038,2024-11-25,99.0,Paid
431,1038,2024-12-25,99.0,Refunded
432,1038,2025-01-24,99.0,Paid
433,1039,2024-04-13,1069.2,Paid
434,1039,2024-05-13,1069.2,Paid
435,1039,2024-06-12,1069.2,Paid
436,1039,2024-07-12,1069.2,Refunded
437,1039,2024-08-11,1069.2,Paid
438,1039,2024-09-10,1069.2,Paid
439,1040,2025-05-11,313.2,Paid
440,1040,2025-06-10,313.2,Paid
441,1040,2025-07-10,313.2,Paid
442,1040,2025-08-09,313.2,Paid
443,1040,2025-09-08,313.2,Paid
444,1040,2025-10-08,313.2,Paid
445,1040,2025-11-07,313.2,Paid
446,1040,2025-12-07,313.2,Paid
447,1040,2026-01-06,313.2,Paid
448,1040,2026-02-05,313.2,Paid
449,1040,2026-03-07,313.2,Paid
450,1040,2026-04-06,313.2,Paid
451,1040,2026-05-06,313.2,Paid
452,1041,2024-06-28,499.0,Paid
453,1041,2024-07-28,499.0,Paid
454,1041,2024-08-27,499.0,Paid
455,1041,2024-09-26,499.0,Paid
456,1041,2024-10-26,499.0,Paid
457,1041,2024-11-25,499.0,Paid
458,1041,2024-12-25,499.0,Failed
459,1042,2026-03-26,313.2,Paid
460,1042,2026-02-27,29.0,Paid
461,1042,2026-03-29,29.0,Paid
462,1042,2026-04-28,29.0,Paid
463,1042,2026-05-28,29.0,Paid
464,1042,2026-06-27,29.0,Failed
465,1042,2026-07-27,29.0,Paid
466,1042,2026-08-26,29.0,Refunded
467,1042,2026-09-25,29.0,Paid
468,1042,2026-10-25,29.0,Paid
469,1042,2026-11-24,29.0,Paid
470,1042,2026-12-24,29.0,Refunded
471,1042,2027-01-23,29.0,Paid
472,1042,2027-02-22,29.0,Failed
473,1042,2027-03-24,29.0,Paid
474,1043,2025-09-01,29.0,Paid
475,1043,2025-10-01,29.0,Paid
476,1043,2025-10-31,29.0,Paid
477,1043,2025-11-30,29.0,Paid
478,1043,2025-12-30,29.0,Paid
479,1043,2026-01-29,29.0,Failed
480,1043,2026-02-28,29.0,Paid
481,1043,2026-03-30,29.0,Failed
482,1043,2026-04-29,29.0,Paid
483,1043,2026-05-29,29.0,Paid
484,1043,2026-06-28,29.0,Paid
485,1043,2026-07-28,29.0,Paid
486,1043,2026-08-27,29.0,Paid
487,1043,2026-09-26,29.0,Failed
488,1043,2026-10-26,29.0,Paid
489,1043,2026-11-25,29.0,Failed
490,1043,2026-12-25,29.0,Paid
491,1044,2026-04-20,29.0,Paid
492,1044,2026-05-20,29.0,Paid
493,1044,2026-06-19,29.0,Paid
494,1044,2026-07-19,29.0,Paid
495,1044,2026-08-18,29.0,Paid
496,1044,2026-09-17,29.0,Paid
497,1044,2026-10-17,29.0,Paid
498,1044,2026-11-16,29.0,Paid
499,1044,2026-12-16,29.0,Paid
500,1044,2027-01-15,29.0,Paid
501,1045,2026-04-05,499.0,Paid
502,1045,2026-05-05,499.0,Paid
503,1045,2026-06-04,499.0,Paid
504,1045,2026-07-04,499.0,Paid
505,1046,2025-07-13,99.0,Paid
506,1046,2025-08-12,99.0,Paid
507,1046,2025-09-11,99.0,Paid
508,1046,2025-10-11,99.0,Paid
509,1046,2025-11-10,99.0,Failed
510,1046,2025-12-10,99.0,Refunded
511,1046,2026-01-09,99.0,Paid
512,1046,2026-02-08,99.0,Paid
513,1046,2026-03-10,99.0,Paid
514,1046,2026-04-09,99.0,Paid
515,1046,2026-05-09,99.0,Paid
516,1046,2026-06-08,99.0,Paid
517,1046,2026-07-08,99.0,Paid
518,1046,2026-08-07,99.0,Paid
519,1047,2023-04-03,99.0,Paid
520,1047,2023-05-03,99.0,Paid
521,1047,2023-06-02,99.0,Paid
522,1047,2023-07-02,99.0,Refunded
523,1047,2023-08-01,99.0,Paid
524,1047,2023-08-31,99.0,Paid
525,1047,2023-09-30,99.0,Paid
526,1048,2023-12-19,99.0,Paid
527,1048,2024-01-18,99.0,Paid
528,1048,2024-02-17,99.0,Paid
529,1048,2024-03-18,99.0,Paid
530,1048,2024-04-17,99.0,Paid
531,1048,2024-05-17,99.0,Paid
532,1048,2024-06-16,99.0,Refunded
533,1048,2024-07-16,99.0,Paid
534,1049,2025-03-07,313.2,Paid
535,1049,2025-04-06,313.2,Paid
536,1049,2025-05-06,313.2,Paid
537,1049,2025-06-05,313.2,Failed
538,1049,2025-07-05,313.2,Paid
539,1049,2025-08-04,313.2,Paid
540,1049,2025-09-03,313.2,Paid
541,1049,2025-10-03,313.2,Failed
542,1049,2025-11-02,313.2,Paid
543,1049,2025-12-02,313.2,Paid
544,1049,2026-01-01,313.2,Paid
545,1050,2025-10-14,99.0,Paid
546,1050,2025-11-13,99.0,Paid
547,1050,2025-12-13,99.0,Paid
548,1050,2026-01-12,99.0,Paid
549,1050,2026-02-11,99.0,Paid
550,1050,2025-10-09,99.0,Paid
551,1050,2025-11-08,99.0,Paid
552,1050,2025-12-08,99.0,Paid
553,1050,2026-01-07,99.0,Failed
554,1050,2026-02-06,99.0,Paid
555,1051,2025-04-24,99.0,Paid
556,1051,2025-05-24,99.0,Paid
557,1051,2025-06-23,99.0,Paid
558,1051,2025-07-23,99.0,Paid
559,1051,2025-08-27,1069.2,Paid
560,1051,2025-09-26,1069.2,Paid
561,1051,2025-10-26,1069.2,Paid
562,1051,2025-11-25,1069.2,Paid
563,1051,2025-12-25,1069.2,Paid
564,1051,2026-01-24,1069.2,Paid
565,1051,2026-02-23,1069.2,Paid
566,1051,2026-03-25,1069.2,Paid
567,1051,2026-04-24,1069.2,Paid
568,1051,2026-05-24,1069.2,Paid
569,1052,2023-02-21,99.0,Paid
570,1052,2023-03-23,99.0,Paid
571,1052,2023-04-22,99.0,Paid
572,1052,2023-05-22,99.0,Paid
573,1052,2023-06-21,99.0,Paid
574,1052,2023-07-21,99.0,Paid
575,1052,2023-08-20,99.0,Paid
576,1052,2023-09-19,99.0,Paid
577,1052,2023-10-19,99.0,Paid
578,1052,2023-11-18,99.0,Paid
579,1053,2026-10-03,29.0,Paid
580,1053,2026-11-02,29.0,Paid
581,1053,2026-12-02,29.0,Paid
582,1053,2027-01-01,29.0,Paid
583,1053,2027-01-31,29.0,Paid
584,1053,2027-03-02,29.0,Paid
585,1053,2027-04-01,29.0,Paid
586,1053,2027-05-01,29.0,Paid
587,1053,2027-05-31,29.0,Paid
588,1053,2027-06-30,29.0,Paid
589,1053,2027-07-30,29.0,Paid
590,1053,2027-08-29,29.0,Paid
591,1053,2027-09-28,29.0,Paid
592,1054,2026-02-09,99.0,Paid
593,1054,2026-03-11,99.0,Paid
594,1054,2026-04-10,99.0,Paid
595,1054,2026-05-10,99.0,Paid
596,1054,2026-06-09,99.0,Paid
597,1054,2026-07-09,99.0,Paid
598,1054,2026-08-08,99.0,Paid
599,1054,2026-09-07,99.0,Paid
600,1054,2026-10-07,99.0,Paid
601,1054,2026-11-06,99.0,Paid
602,1054,2026-12-06,99.0,Paid
603,1054,2027-01-05,99.0,Paid
604,1055,2024-01-08,29.0,Paid
605,1055,2024-02-07,29.0,Paid
606,1055,2024-03-08,29.0,Paid
607,1055,2024-04-07,29.0,Paid
608,1055,2024-05-07,29.0,Paid
609,1055,2024-06-06,29.0,Paid
610,1055,2024-07-06,29.0,Failed
611,1055,2024-08-05,29.0,Paid
612,1055,2024-09-04,29.0,Paid
613,1055,2024-10-04,29.0,Paid
614,1055,2024-11-03,29.0,Paid
615,1055,2024-12-03,29.0,Paid
616,1055,2025-01-02,29.0,Paid
617,1055,2025-02-01,29.0,Paid
618,1055,2025-03-03,29.0,Paid
619,1055,2025-04-02,29.0,Paid
620,1055,2025-05-02,29.0,Paid
621,1056,2024-01-09,99.0,Paid
622,1056,2024-02-08,99.0,Paid
623,1056,2024-03-09,99.0,Paid
624,1056,2024-04-08,99.0,Paid
625,1056,2024-05-08,99.0,Paid
626,1056,2024-06-07,99.0,Paid
627,1056,2024-07-07,99.0,Paid
628,1056,2024-08-06,99.0,Paid
629,1056,2024-09-05,99.0,Paid
630,1056,2024-10-05,99.0,Paid
631,1057,2023-05-28,499.0,Paid
632,1057,2023-06-27,499.0,Paid
633,1057,2023-07-27,499.0,Paid
634,1057,2023-08-26,499.0,Paid
635,1057,2023-09-25,499.0,Paid
636,1058,2023-11-05,99.0,Paid
637,1059,2026-05-16,1069.2,Failed
638,1059,2026-06-15,1069.2,Paid
639,1059,2026-07-15,1069.2,Paid
640,1059,2026-08-14,1069.2,Paid
641,1059,2026-09-13,1069.2,Paid
642,1059,2026-10-13,1069.2,Failed
643,1059,2026-11-12,1069.2,Paid
644,1059,2026-12-12,1069.2,Paid
645,1059,2027-01-11,1069.2,Paid
646,1059,2027-02-10,1069.2,Paid
647,1059,2027-03-12,1069.2,Paid
648,1059,2027-04-11,1069.2,Paid
649,1059,2027-05-11,1069.2,Paid
650,1059,2027-06-10,1069.2,Paid
651,1059,2027-07-10,1069.2,Paid
652,1060,2026-02-25,29.0,Failed
653,1060,2026-03-27,29.0,Paid
654,1060,2026-04-26,29.0,Paid
655,1060,2026-05-26,29.0,Paid
656,1060,2026-06-25,29.0,Paid
657,1060,2026-07-25,29.0,Paid
658,1060,2026-08-24,29.0,Paid
659,1060,2026-09-23,29.0,Paid
660,1060,2026-10-23,29.0,Paid
661,1060,2026-11-22,29.0,Paid
662,1060,2026-12-22,29.0,Paid
663,1061,2024-07-12,99.0,Paid
664,1061,2024-08-11,99.0,Paid
665,1061,2024-09-10,99.0,Paid
666,1061,2024-10-10,99.0,Paid
667,1061,2024-11-09,99.0,Paid
668,1061,2024-12-09,99.0,Paid
669,1061,2025-01-08,99.0,Paid
670,1061,2025-02-07,99.0,Paid
671,1061,2025-03-09,99.0,Paid
672,1061,2025-04-08,99.0,Paid
673,1061,2025-05-08,99.0,Paid
674,1061,2025-06-07,99.0,Paid
675,1061,2025-07-07,99.0,Paid
676,1061,2025-08-06,99.0,Paid
677,1062,2026-01-17,29.0,Paid
678,1062,2026-02-16,29.0,Paid
679,1062,2026-03-18,29.0,Paid
680,1062,2026-04-17,29.0,Paid
681,1062,2026-05-17,29.0,Paid
682,1062,2026-06-16,29.0,Paid
683,1062,2026-07-16,29.0,Paid
684,1062,2026-08-15,29.0,Paid
685,1062,2026-09-14,29.0,Paid
686,1063,2025-06-22,1069.2,Paid
687,1063,2025-07-22,1069.2,Paid
688,1063,2025-08-21,1069.2,Paid
689,1063,2025-09-20,1069.2,Paid
690,1063,2025-10-20,1069.2,Paid
691,1063,2025-11-19,1069.2,Paid
692,1064,2025-04-12,313.2,Paid
693,1064,2025-05-12,313.2,Paid
